src_port,dst_port,window_size,tcp_flags,packet_size,num_options,has_MSS,has_WScale,has_NOP,has_SAckOK,has_Timestamp,has_UTO,has_EOL,mss_value,has_standard_mss,wscale_value,timestamp_val,timestamp_echo,has_zero_timestamp,option_sequence_hash,has_4_options,has_5_options,src_port_range,dst_port_range,avg_interval,std_interval,min_interval,max_interval,interval_regularity,interval_coefficient_variation,pattern_diversity,total_syn_packets,label,pcap_file
45550,22,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,1186396,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
64196,110,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
35905,8443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,9990192,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
59821,80,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,7427011,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
59762,80,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,4031335,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
47250,8443,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,5643852,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
45180,8080,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
63460,8080,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,8782302,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
49816,3389,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
44822,8080,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,6196699,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
48975,25,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,9117681,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
49056,22,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,5552894,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
60261,3389,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,4168269,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
36469,80,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,1561316,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
50617,80,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,4482774,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
41990,443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,1000284,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
46243,8443,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,8745379,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
56927,80,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
37157,443,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
51679,80,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
59400,8080,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
46328,8443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,8160593,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
34865,22,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,5380338,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
36588,8080,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
51324,8443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,9109109,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
54505,8443,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
45818,80,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,9925126,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
57084,143,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
48732,5432,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
45867,8080,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,2837394,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
53753,8080,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
61129,5432,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
47808,3306,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,3567327,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
47383,993,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
52490,5432,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,9028086,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
61617,53,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
52351,80,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
55982,8080,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,9946392,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
44781,8443,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
64613,8443,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
60791,25,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,3822339,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
49689,27017,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
33845,443,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
43127,80,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,7291869,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
35198,8443,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
34382,8080,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,7067949,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
38354,443,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,8862217,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
35947,5432,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,3673551,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
60493,443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,8330510,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
46786,8080,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,4297809,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
54492,3306,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,2756275,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
54406,443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,4517636,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
62446,27017,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
41291,143,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,9617318,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
37730,27017,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
46703,8443,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
46932,110,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
58826,110,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
52508,3389,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,1691765,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
42363,993,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,2518039,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
62208,8443,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,3180005,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
48975,110,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,6588752,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
38238,53,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,4285710,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
55939,8443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,1095234,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
39904,993,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
58238,443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,6296915,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
50370,80,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,9906887,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
33791,80,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
38581,8080,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
64923,8080,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,9503108,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
58235,995,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,2744600,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
35290,143,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,7096779,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
59347,443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,6476695,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
35537,80,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,2990190,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
61636,995,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,7958610,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
37732,3306,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,5313706,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
45030,8443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,4329883,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
58357,143,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,7231692,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
37409,443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,1317566,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
40428,443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,9089080,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
34494,8080,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
34881,3389,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,5494382,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
51844,8443,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
48855,8080,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,9401388,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
35189,25,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
35764,993,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,8606094,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
45986,443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,4988605,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
56642,443,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
33992,8443,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,8457855,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
39144,8443,8192,S,66,4,1,1,0,1,0,0,1,1400,0,6,0,0,0,2422699541,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
41218,8443,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,9495830,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
62242,80,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
49258,8443,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
63708,8443,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
63768,8443,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,7858670,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
54330,80,8192,S,58,1,1,0,0,0,0,0,0,1460,1,0,0,0,0,1425427987,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
65249,8080,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,5921108,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
59969,443,8192,S,62,4,1,0,1,1,0,0,0,1360,0,0,0,0,0,333163345,1,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
52660,53,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
59896,110,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,7387929,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
46266,80,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,8809823,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
43109,443,8192,S,62,3,1,0,0,1,0,0,1,1460,1,0,0,0,0,107713806,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
45386,8080,8192,S,78,7,1,1,1,1,1,0,1,1460,1,9,6872768,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
50542,443,8192,S,78,7,1,1,1,1,1,0,1,1460,1,8,2958083,0,0,4084162255,0,0,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
43834,3389,8192,S,74,5,1,1,0,1,1,0,1,1460,1,14,6690629,0,0,3822303820,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
47000,110,8192,S,74,5,1,1,1,1,1,0,0,8960,0,7,9404233,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
42657,110,8192,S,74,5,1,1,1,1,1,0,0,1460,1,7,5524178,0,0,673659562,0,1,32662,26996,0.41056230125492715,0.5412206167033579,5.626678466796875e-05,2.0486326217651367,0.4313612836587191,1.31824235943987,7,1749,benign,benign4.pcap
